puzzle_id,difficulty,algorithm,run_id,seed,success,elapsed_ms,nodes_explored,backtracks,max_depth,iterations,restarts,moves,stopped_reason
15,medium,min_conflicts,0,0,True,573.133,0,0,0,381,0,381,solved
15,medium,min_conflicts,1,1,True,168.222,0,0,0,100,0,100,solved
15,medium,min_conflicts,2,2,True,166.935,0,0,0,94,0,94,solved
15,medium,min_conflicts,3,3,True,234.562,0,0,0,98,0,98,solved
15,medium,min_conflicts,4,4,True,142.951,0,0,0,85,0,85,solved
15,medium,min_conflicts,5,5,True,165.166,0,0,0,101,0,101,solved
15,medium,min_conflicts,6,6,True,497.757,0,0,0,277,0,277,solved
15,medium,min_conflicts,7,7,True,159.863,0,0,0,95,0,95,solved
15,medium,min_conflicts,8,8,True,1494.14,0,0,0,847,0,847,solved
15,medium,min_conflicts,9,9,True,1852.602,0,0,0,1113,1,1113,solved
16,medium,min_conflicts,0,0,True,132.223,0,0,0,93,0,93,solved
16,medium,min_conflicts,1,1,True,301.353,0,0,0,180,0,180,solved
16,medium,min_conflicts,2,2,True,97.873,0,0,0,62,0,62,solved
16,medium,min_conflicts,3,3,True,197.173,0,0,0,82,0,82,solved
16,medium,min_conflicts,4,4,True,102.104,0,0,0,59,0,59,solved
16,medium,min_conflicts,5,5,True,166.781,0,0,0,96,0,96,solved
16,medium,min_conflicts,6,6,True,1610.779,0,0,0,1048,1,1048,solved
16,medium,min_conflicts,7,7,True,73.274,0,0,0,49,0,49,solved
16,medium,min_conflicts,8,8,True,269.328,0,0,0,182,0,182,solved
16,medium,min_conflicts,9,9,True,73.88,0,0,0,47,0,47,solved
17,medium,min_conflicts,0,0,True,88.975,0,0,0,53,0,53,solved
17,medium,min_conflicts,1,1,True,150.85,0,0,0,92,0,92,solved
17,medium,min_conflicts,2,2,True,235.514,0,0,0,160,0,160,solved
17,medium,min_conflicts,3,3,True,220.23,0,0,0,160,0,160,solved
17,medium,min_conflicts,4,4,True,140.636,0,0,0,112,0,112,solved
17,medium,min_conflicts,5,5,True,135.892,0,0,0,94,0,94,solved
17,medium,min_conflicts,6,6,True,155.578,0,0,0,102,0,102,solved
17,medium,min_conflicts,7,7,True,232.017,0,0,0,144,0,144,solved
17,medium,min_conflicts,8,8,True,213.969,0,0,0,100,0,100,solved
17,medium,min_conflicts,9,9,True,93.874,0,0,0,67,0,67,solved
18,medium,min_conflicts,0,0,True,240.328,0,0,0,196,0,196,solved
18,medium,min_conflicts,1,1,True,227.836,0,0,0,145,0,145,solved
18,medium,min_conflicts,2,2,True,309.315,0,0,0,215,0,215,solved
18,medium,min_conflicts,3,3,True,304.018,0,0,0,199,0,199,solved
18,medium,min_conflicts,4,4,True,208.904,0,0,0,133,0,133,solved
18,medium,min_conflicts,5,5,True,118.464,0,0,0,86,0,86,solved
18,medium,min_conflicts,6,6,True,209.794,0,0,0,137,0,137,solved
18,medium,min_conflicts,7,7,True,117.474,0,0,0,73,0,73,solved
18,medium,min_conflicts,8,8,True,287.71,0,0,0,193,0,193,solved
18,medium,min_conflicts,9,9,True,265.66,0,0,0,190,0,190,solved
19,medium,min_conflicts,0,0,True,428.628,0,0,0,284,0,284,solved
19,medium,min_conflicts,1,1,True,164.172,0,0,0,91,0,91,solved
19,medium,min_conflicts,2,2,True,185.344,0,0,0,104,0,104,solved
19,medium,min_conflicts,3,3,True,713.151,0,0,0,380,0,380,solved
19,medium,min_conflicts,4,4,True,208.739,0,0,0,111,0,111,solved
19,medium,min_conflicts,5,5,True,176.598,0,0,0,118,0,118,solved
19,medium,min_conflicts,6,6,True,209.198,0,0,0,108,0,108,solved
19,medium,min_conflicts,7,7,True,157.939,0,0,0,105,0,105,solved
19,medium,min_conflicts,8,8,True,441.253,0,0,0,283,0,283,solved
19,medium,min_conflicts,9,9,True,217.454,0,0,0,138,0,138,solved
20,medium,min_conflicts,0,0,True,93.4,0,0,0,62,0,62,solved
20,medium,min_conflicts,1,1,True,139.426,0,0,0,88,0,88,solved
20,medium,min_conflicts,2,2,True,108.25,0,0,0,73,0,73,solved
20,medium,min_conflicts,3,3,True,92.022,0,0,0,66,0,66,solved
20,medium,min_conflicts,4,4,True,137.005,0,0,0,84,0,84,solved
20,medium,min_conflicts,5,5,True,252.845,0,0,0,154,0,154,solved
20,medium,min_conflicts,6,6,True,65.705,0,0,0,43,0,43,solved
20,medium,min_conflicts,7,7,True,127.773,0,0,0,68,0,68,solved
20,medium,min_conflicts,8,8,True,161.59,0,0,0,100,0,100,solved
20,medium,min_conflicts,9,9,True,192.059,0,0,0,110,0,110,solved
21,hard,min_conflicts,0,0,True,1408.517,0,0,0,855,0,855,solved
21,hard,min_conflicts,1,1,True,77.481,0,0,0,43,0,43,solved
21,hard,min_conflicts,2,2,True,193.347,0,0,0,169,0,169,solved
21,hard,min_conflicts,3,3,True,211.051,0,0,0,126,0,126,solved
21,hard,min_conflicts,4,4,True,179.692,0,0,0,106,0,106,solved
21,hard,min_conflicts,5,5,True,488.046,0,0,0,322,0,322,solved
21,hard,min_conflicts,6,6,True,280.616,0,0,0,173,0,173,solved
21,hard,min_conflicts,7,7,True,5708.75,0,0,0,3627,3,3627,solved
21,hard,min_conflicts,8,8,True,2909.904,0,0,0,1860,1,1860,solved
21,hard,min_conflicts,9,9,True,106.644,0,0,0,88,0,88,solved
22,hard,min_conflicts,0,0,True,2884.429,0,0,0,1761,1,1761,solved
22,hard,min_conflicts,1,1,True,5949.794,0,0,0,3346,3,3346,solved
22,hard,min_conflicts,2,2,True,2675.548,0,0,0,1538,1,1538,solved
22,hard,min_conflicts,3,3,True,3762.504,0,0,0,2340,2,2340,solved
22,hard,min_conflicts,4,4,True,2023.27,0,0,0,1119,1,1119,solved
22,hard,min_conflicts,5,5,True,526.378,0,0,0,313,0,313,solved
22,hard,min_conflicts,6,6,True,1111.903,0,0,0,710,0,710,solved
22,hard,min_conflicts,7,7,True,3532.072,0,0,0,2078,2,2078,solved
22,hard,min_conflicts,8,8,True,10719.36,0,0,0,6428,6,6428,solved
22,hard,min_conflicts,9,9,True,1103.795,0,0,0,562,0,562,solved
23,hard,min_conflicts,0,0,True,1626.807,0,0,0,1092,1,1092,solved
23,hard,min_conflicts,1,1,True,2197.754,0,0,0,1362,1,1362,solved
23,hard,min_conflicts,2,2,True,931.092,0,0,0,575,0,575,solved
23,hard,min_conflicts,3,3,True,1974.125,0,0,0,1159,1,1159,solved
23,hard,min_conflicts,4,4,True,249.944,0,0,0,156,0,156,solved
23,hard,min_conflicts,5,5,True,2373.441,0,0,0,1525,1,1525,solved
23,hard,min_conflicts,6,6,True,417.441,0,0,0,242,0,242,solved
23,hard,min_conflicts,7,7,True,360.688,0,0,0,163,0,163,solved
23,hard,min_conflicts,8,8,True,436.787,0,0,0,280,0,280,solved
23,hard,min_conflicts,9,9,True,124.883,0,0,0,75,0,75,solved
24,hard,min_conflicts,0,0,True,1694.509,0,0,0,918,0,918,solved
24,hard,min_conflicts,1,1,True,457.244,0,0,0,257,0,257,solved
24,hard,min_conflicts,2,2,True,1622.048,0,0,0,926,0,926,solved
24,hard,min_conflicts,3,3,True,903.995,0,0,0,563,0,563,solved
24,hard,min_conflicts,4,4,True,2135.515,0,0,0,1267,1,1267,solved
24,hard,min_conflicts,5,5,True,253.44,0,0,0,153,0,153,solved
24,hard,min_conflicts,6,6,True,646.539,0,0,0,373,0,373,solved
24,hard,min_conflicts,7,7,True,583.552,0,0,0,367,0,367,solved
24,hard,min_conflicts,8,8,True,319.655,0,0,0,194,0,194,solved
24,hard,min_conflicts,9,9,True,1027.875,0,0,0,664,0,664,solved
25,hard,min_conflicts,0,0,True,243.378,0,0,0,154,0,154,solved
25,hard,min_conflicts,1,1,True,104.01,0,0,0,61,0,61,solved
25,hard,min_conflicts,2,2,True,3501.516,0,0,0,2159,2,2159,solved
25,hard,min_conflicts,3,3,True,135.231,0,0,0,82,0,82,solved
25,hard,min_conflicts,4,4,True,272.39,0,0,0,162,0,162,solved
25,hard,min_conflicts,5,5,True,1600.344,0,0,0,1080,1,1080,solved
25,hard,min_conflicts,6,6,True,270.531,0,0,0,172,0,172,solved
25,hard,min_conflicts,7,7,True,1803.531,0,0,0,1161,1,1161,solved
25,hard,min_conflicts,8,8,True,271.856,0,0,0,156,0,156,solved
25,hard,min_conflicts,9,9,True,214.886,0,0,0,147,0,147,solved
26,hard,min_conflicts,0,0,True,426.659,0,0,0,248,0,248,solved
26,hard,min_conflicts,1,1,True,3903.657,0,0,0,2340,2,2340,solved
26,hard,min_conflicts,2,2,True,720.036,0,0,0,427,0,427,solved
26,hard,min_conflicts,3,3,True,1730.233,0,0,0,1069,1,1069,solved
26,hard,min_conflicts,4,4,True,1277.023,0,0,0,694,0,694,solved
26,hard,min_conflicts,5,5,True,2431.983,0,0,0,1338,1,1338,solved
26,hard,min_conflicts,6,6,True,3524.1,0,0,0,2064,2,2064,solved
26,hard,min_conflicts,7,7,True,855.712,0,0,0,504,0,504,solved
26,hard,min_conflicts,8,8,True,144.053,0,0,0,114,0,114,solved
26,hard,min_conflicts,9,9,True,2194.863,0,0,0,1305,1,1305,solved
27,hard,min_conflicts,0,0,True,3912.444,0,0,0,2184,2,2184,solved
27,hard,min_conflicts,1,1,True,2459.875,0,0,0,1279,1,1279,solved
27,hard,min_conflicts,2,2,True,2369.426,0,0,0,1472,1,1472,solved
27,hard,min_conflicts,3,3,True,3047.353,0,0,0,1702,1,1702,solved
27,hard,min_conflicts,4,4,True,1033.642,0,0,0,552,0,552,solved
27,hard,min_conflicts,5,5,True,977.0,0,0,0,543,0,543,solved
27,hard,min_conflicts,6,6,True,116.972,0,0,0,64,0,64,solved
27,hard,min_conflicts,7,7,True,227.963,0,0,0,108,0,108,solved
27,hard,min_conflicts,8,8,True,355.327,0,0,0,190,0,190,solved
27,hard,min_conflicts,9,9,True,1235.77,0,0,0,781,0,781,solved
28,hard,min_conflicts,0,0,True,1861.857,0,0,0,1094,1,1094,solved
28,hard,min_conflicts,1,1,True,2675.618,0,0,0,1454,1,1454,solved
28,hard,min_conflicts,2,2,True,11530.529,0,0,0,7070,7,7070,solved
28,hard,min_conflicts,3,3,True,14539.925,0,0,0,8837,8,8837,solved
28,hard,min_conflicts,4,4,True,2011.55,0,0,0,1189,1,1189,solved
28,hard,min_conflicts,5,5,True,1469.105,0,0,0,839,0,839,solved
28,hard,min_conflicts,6,6,True,4072.902,0,0,0,2572,2,2572,solved
28,hard,min_conflicts,7,7,True,6630.834,0,0,0,3735,3,3735,solved
28,hard,min_conflicts,8,8,True,2985.999,0,0,0,1527,1,1527,solved
28,hard,min_conflicts,9,9,True,14160.168,0,0,0,7661,7,7661,solved
29,hard,min_conflicts,0,0,True,541.993,0,0,0,321,0,321,solved
29,hard,min_conflicts,1,1,True,2258.35,0,0,0,1231,1,1231,solved
29,hard,min_conflicts,2,2,True,158.035,0,0,0,101,0,101,solved
29,hard,min_conflicts,3,3,True,1488.403,0,0,0,857,0,857,solved
29,hard,min_conflicts,4,4,True,2083.409,0,0,0,1158,1,1158,solved
29,hard,min_conflicts,5,5,True,2374.708,0,0,0,1328,1,1328,solved
29,hard,min_conflicts,6,6,True,128.248,0,0,0,78,0,78,solved
29,hard,min_conflicts,7,7,True,1443.404,0,0,0,723,0,723,solved
29,hard,min_conflicts,8,8,True,610.372,0,0,0,368,0,368,solved
29,hard,min_conflicts,9,9,True,6254.712,0,0,0,3259,3,3259,solved
30,hard,min_conflicts,0,0,True,9396.521,0,0,0,5193,5,5193,solved
30,hard,min_conflicts,1,1,True,10647.303,0,0,0,6155,6,6155,solved
30,hard,min_conflicts,2,2,True,129.063,0,0,0,54,0,54,solved
30,hard,min_conflicts,3,3,True,2723.828,0,0,0,1433,1,1433,solved
30,hard,min_conflicts,4,4,True,2089.548,0,0,0,1062,1,1062,solved
30,hard,min_conflicts,5,5,True,5512.998,0,0,0,3242,3,3242,solved
30,hard,min_conflicts,6,6,True,15992.922,0,0,0,9181,9,9181,solved
30,hard,min_conflicts,7,7,True,13867.054,0,0,0,8232,8,8232,solved
30,hard,min_conflicts,8,8,True,199.998,0,0,0,127,0,127,solved
30,hard,min_conflicts,9,9,True,2325.777,0,0,0,1522,1,1522,solved
31,expert,min_conflicts,0,0,True,8806.157,0,0,0,4922,4,4922,solved
31,expert,min_conflicts,1,1,True,3857.857,0,0,0,2120,2,2120,solved
31,expert,min_conflicts,2,2,True,44958.022,0,0,0,24789,24,24789,solved
31,expert,min_conflicts,3,3,True,17305.163,0,0,0,9531,9,9531,solved
31,expert,min_conflicts,4,4,True,48860.591,0,0,0,27321,27,27321,solved
31,expert,min_conflicts,5,5,True,33509.368,0,0,0,19093,19,19093,solved
31,expert,min_conflicts,6,6,True,4202.83,0,0,0,2642,2,2642,solved
31,expert,min_conflicts,7,7,True,4805.501,0,0,0,2804,2,2804,solved
31,expert,min_conflicts,8,8,True,14694.966,0,0,0,7350,7,7350,solved
31,expert,min_conflicts,9,9,True,11968.9,0,0,0,6403,6,6403,solved
32,expert,min_conflicts,0,0,True,8350.915,0,0,0,4506,4,4506,solved
32,expert,min_conflicts,1,1,True,9005.518,0,0,0,4868,4,4868,solved
32,expert,min_conflicts,2,2,True,61785.932,0,0,0,34752,34,34752,solved
32,expert,min_conflicts,3,3,True,21307.148,0,0,0,13435,13,13435,solved
32,expert,min_conflicts,4,4,True,5412.393,0,0,0,3077,3,3077,solved
32,expert,min_conflicts,5,5,False,91837.805,0,0,0,51000,50,51000,budget_exhausted
32,expert,min_conflicts,6,6,True,6441.336,0,0,0,3778,3,3778,solved
32,expert,min_conflicts,7,7,True,69603.442,0,0,0,39498,39,39498,solved
32,expert,min_conflicts,8,8,True,9832.561,0,0,0,5593,5,5593,solved
32,expert,min_conflicts,9,9,True,3610.946,0,0,0,2137,2,2137,solved
33,expert,min_conflicts,0,0,True,20013.38,0,0,0,11418,11,11418,solved
33,expert,min_conflicts,1,1,True,12384.008,0,0,0,6970,6,6970,solved
33,expert,min_conflicts,2,2,True,28981.017,0,0,0,15437,15,15437,solved
33,expert,min_conflicts,3,3,True,7975.478,0,0,0,4194,4,4194,solved
33,expert,min_conflicts,4,4,True,7383.655,0,0,0,3913,3,3913,solved
33,expert,min_conflicts,5,5,True,5783.105,0,0,0,3156,3,3156,solved
33,expert,min_conflicts,6,6,True,4769.939,0,0,0,2399,2,2399,solved
33,expert,min_conflicts,7,7,True,8497.028,0,0,0,4563,4,4563,solved
33,expert,min_conflicts,8,8,True,4441.744,0,0,0,2121,2,2121,solved
33,expert,min_conflicts,9,9,True,26535.979,0,0,0,13497,13,13497,solved
34,expert,min_conflicts,0,0,True,403.126,0,0,0,228,0,228,solved
34,expert,min_conflicts,1,1,True,8637.241,0,0,0,4390,4,4390,solved
34,expert,min_conflicts,2,2,True,4752.159,0,0,0,2426,2,2426,solved
34,expert,min_conflicts,3,3,True,1448.132,0,0,0,785,0,785,solved
34,expert,min_conflicts,4,4,True,15373.508,0,0,0,7686,7,7686,solved
34,expert,min_conflicts,5,5,True,18373.021,0,0,0,9468,9,9468,solved
34,expert,min_conflicts,6,6,True,3252.809,0,0,0,1575,1,1575,solved
34,expert,min_conflicts,7,7,True,4770.173,0,0,0,2571,2,2571,solved
34,expert,min_conflicts,8,8,True,8227.338,0,0,0,4253,4,4253,solved
34,expert,min_conflicts,9,9,True,2197.99,0,0,0,1116,1,1116,solved
35,expert,min_conflicts,0,0,True,20586.503,0,0,0,9962,9,9962,solved
35,expert,min_conflicts,1,1,True,2052.348,0,0,0,970,0,970,solved
35,expert,min_conflicts,2,2,True,644.787,0,0,0,285,0,285,solved
35,expert,min_conflicts,3,3,True,2267.99,0,0,0,1084,1,1084,solved
35,expert,min_conflicts,4,4,True,1583.766,0,0,0,764,0,764,solved
35,expert,min_conflicts,5,5,True,2300.945,0,0,0,1115,1,1115,solved
35,expert,min_conflicts,6,6,True,20764.205,0,0,0,9657,9,9657,solved
35,expert,min_conflicts,7,7,True,6419.535,0,0,0,3150,3,3150,solved
35,expert,min_conflicts,8,8,True,14226.786,0,0,0,6869,6,6869,solved
35,expert,min_conflicts,9,9,True,14323.945,0,0,0,6916,6,6916,solved
36,expert,min_conflicts,0,0,True,3528.325,0,0,0,1708,1,1708,solved
36,expert,min_conflicts,1,1,True,5475.871,0,0,0,2665,2,2665,solved
36,expert,min_conflicts,2,2,True,40099.664,0,0,0,19532,19,19532,solved
36,expert,min_conflicts,3,3,True,10711.666,0,0,0,5519,5,5519,solved
36,expert,min_conflicts,4,4,True,758.798,0,0,0,319,0,319,solved
36,expert,min_conflicts,5,5,True,6584.107,0,0,0,3258,3,3258,solved
36,expert,min_conflicts,6,6,True,181.795,0,0,0,84,0,84,solved
36,expert,min_conflicts,7,7,True,7854.106,0,0,0,3812,3,3812,solved
36,expert,min_conflicts,8,8,True,25095.854,0,0,0,12464,12,12464,solved
36,expert,min_conflicts,9,9,True,26552.072,0,0,0,12949,12,12949,solved
37,expert,min_conflicts,0,0,True,3077.74,0,0,0,1590,1,1590,solved
37,expert,min_conflicts,1,1,True,9091.446,0,0,0,4304,4,4304,solved
37,expert,min_conflicts,2,2,True,4503.798,0,0,0,2200,2,2200,solved
37,expert,min_conflicts,3,3,True,1130.499,0,0,0,578,0,578,solved
37,expert,min_conflicts,4,4,True,1263.64,0,0,0,644,0,644,solved
37,expert,min_conflicts,5,5,True,2584.129,0,0,0,1357,1,1357,solved
37,expert,min_conflicts,6,6,True,1418.958,0,0,0,788,0,788,solved
37,expert,min_conflicts,7,7,True,484.648,0,0,0,242,0,242,solved
37,expert,min_conflicts,8,8,True,15257.544,0,0,0,7853,7,7853,solved
37,expert,min_conflicts,9,9,True,5853.25,0,0,0,2928,2,2928,solved
38,expert,min_conflicts,0,0,True,5658.872,0,0,0,2682,2,2682,solved
38,expert,min_conflicts,1,1,True,3657.671,0,0,0,1772,1,1772,solved
38,expert,min_conflicts,2,2,True,6300.598,0,0,0,3253,3,3253,solved
38,expert,min_conflicts,3,3,True,1862.639,0,0,0,879,0,879,solved
38,expert,min_conflicts,4,4,True,611.546,0,0,0,317,0,317,solved
38,expert,min_conflicts,5,5,True,8991.37,0,0,0,4351,4,4351,solved
38,expert,min_conflicts,6,6,True,258.716,0,0,0,103,0,103,solved
38,expert,min_conflicts,7,7,True,513.898,0,0,0,238,0,238,solved
38,expert,min_conflicts,8,8,True,3093.828,0,0,0,1431,1,1431,solved
38,expert,min_conflicts,9,9,True,4661.553,0,0,0,2235,2,2235,solved
39,expert,min_conflicts,0,0,True,6763.615,0,0,0,3114,3,3114,solved
39,expert,min_conflicts,1,1,True,77405.76,0,0,0,36231,36,36231,solved
39,expert,min_conflicts,2,2,True,79787.117,0,0,0,37933,37,37933,solved
39,expert,min_conflicts,3,3,True,11714.378,0,0,0,5863,5,5863,solved
39,expert,min_conflicts,4,4,True,7451.916,0,0,0,3879,3,3879,solved
39,expert,min_conflicts,5,5,True,822.157,0,0,0,380,0,380,solved
39,expert,min_conflicts,6,6,True,30819.939,0,0,0,15661,15,15661,solved
39,expert,min_conflicts,7,7,True,26602.429,0,0,0,13845,13,13845,solved
39,expert,min_conflicts,8,8,True,70343.728,0,0,0,35468,35,35468,solved
39,expert,min_conflicts,9,9,True,28601.958,0,0,0,14213,14,14213,solved
40,expert,min_conflicts,0,0,True,15149.032,0,0,0,7820,7,7820,solved
40,expert,min_conflicts,1,1,True,1877.746,0,0,0,785,0,785,solved
40,expert,min_conflicts,2,2,True,12320.204,0,0,0,5919,5,5919,solved
40,expert,min_conflicts,3,3,True,12598.961,0,0,0,6277,6,6277,solved
40,expert,min_conflicts,4,4,True,4832.216,0,0,0,2432,2,2432,solved
40,expert,min_conflicts,5,5,True,1825.263,0,0,0,866,0,866,solved
40,expert,min_conflicts,6,6,True,11387.049,0,0,0,5474,5,5474,solved
40,expert,min_conflicts,7,7,True,12566.026,0,0,0,6362,6,6362,solved
40,expert,min_conflicts,8,8,True,4024.563,0,0,0,2180,2,2180,solved
40,expert,min_conflicts,9,9,True,1082.524,0,0,0,543,0,543,solved
